,PRODUCTO,PRECIO_MINORISTA,CATEGORIA,UNIDAD_MEDIDA_MIN
2969,Platano seda congo,3.8,Frutas,KILOGRAMO
2970,Vainita americana,5.25,Legumbres,KILOGRAMO
2971,Lenteja,9.0,Menestras,KILOGRAMO
2972,Uva red globe,6.5,Frutas,KILOGRAMO
2973,Huevos rosados,10.45,Carnes y huevos,KILOGRAMO
2974,Naranja valencia,2.65,Frutas,KILOGRAMO
2975,Limon sutil bolsa,4.0,Frutas,KILOGRAMO
2976,Melon coquito,3.05,Frutas,KILOGRAMO
2977,Pallar,10.35,Menestras,KILOGRAMO
2978,Pina criolla,2.3,Frutas,KILOGRAMO
2979,Zapallo macre,3.35,Hortalizas,KILOGRAMO
2980,Olluco largo,3.4,Tuberculos,KILOGRAMO
2981,Yuca blanca,4.15,Tuberculos,KILOGRAMO
2982,Palta fuerte,8.65,Frutas,KILOGRAMO
2983,Fideos nicolini tallarin,6.5,Agro-industriales,KILOGRAMO
2984,Manzana delicia,5.5,Frutas,KILOGRAMO
2985,Arroz extra,4.35,Cereales,KILOGRAMO
2986,Choclo (tipo cusco),6.65,Cereales,UNIDAD
2987,Mango edward,1.95,Frutas,KILOGRAMO
2988,Azucar blanca nacional (granel),5.3,Agro-industriales,KILOGRAMO
2989,Papaya,1.65,Frutas,KILOGRAMO
2990,Leche evaporada (azul) 400 g,3.9,Agro-industriales,LATA
2991,Manzana israel,4.15,Frutas,KILOGRAMO
2992,Chirimoya cumbe,10.05,Frutas,KILOGRAMO
2993,Arroz superior,3.8,Cereales,KILOGRAMO
2994,Ajo criollo o napuri,12.25,Hortalizas,KILOGRAMO
2995,Azucar rubia nacional (granel),4.7,Agro-industriales,KILOGRAMO
2996,Zanahoria,4.25,Hortalizas,KILOGRAMO
2997,Melocoton durazno huayco,8.75,Frutas,KILOGRAMO
2998,Arveja verde blanca serrana,5.5,Legumbres,KILOGRAMO
2999,Uva italia,10.25,Frutas,KILOGRAMO
3000,Papa canchan,2.65,Tuberculos,KILOGRAMO
3001,Papa amarilla,5.05,Tuberculos,KILOGRAMO
3002,Aceite clasico botella 900 ml,11.28,Agro-industriales,LITRO
3003,Cebolla cabeza roja,2.45,Hortalizas,KILOGRAMO
3004,Camote morado,3.1,Tuberculos,KILOGRAMO
3005,Platano bellaco,3.2,Frutas,LITRO
3006,Carne de porcino (corte unico),20.0,Carnes y huevos,KILOGRAMO
3007,Leche fresca,4.0,Agro-industriales,LITRO
3008,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3009,Aji escabeche,3.15,Hortalizas,MALLA
3010,Aji rocoto,3.85,Hortalizas,KILOGRAMO
3011,Carne fresca de vacuno,22.0,Carnes y huevos,KILOGRAMO
3012,Tomate,4.95,Hortalizas,KILOGRAMO
3013,Carne de pollo (eviscerado),10.55,Carnes y huevos,KILOGRAMO
3014,Sandia,2.15,Frutas,KILOGRAMO
3015,Frijol canario,9.75,Menestras,KILOGRAMO
3016,Garbanzo,9.05,Menestras,KILOGRAMO
3017,Frijol castilla,6.65,Menestras,KILOGRAMO
3018,Haba verde serrana,6.4,Legumbres,KILOGRAMO
3019,Melon coquito,3.05,Frutas,KILOGRAMO
3020,Pallar,10.32,Menestras,KILOGRAMO
3021,Pina criolla,2.2,Frutas,KILOGRAMO
3022,Zapallo macre,3.35,Hortalizas,KILOGRAMO
3023,Olluco largo,3.25,Tuberculos,KILOGRAMO
3024,Yuca blanca,4.15,Tuberculos,KILOGRAMO
3025,Palta fuerte,8.65,Frutas,KILOGRAMO
3026,Fideos nicolini tallarin,6.5,Agro-industriales,KILOGRAMO
3027,Manzana delicia,5.7,Frutas,KILOGRAMO
3028,Arroz extra,4.55,Cereales,KILOGRAMO
3029,Choclo (tipo cusco),6.9,Cereales,UNIDAD
3030,Mango edward,1.95,Frutas,KILOGRAMO
3031,Azucar blanca nacional (granel),5.3,Agro-industriales,KILOGRAMO
3032,Papaya,1.65,Frutas,KILOGRAMO
3033,Leche evaporada (azul) 400 g,3.9,Agro-industriales,LATA
3034,Manzana israel,4.4,Frutas,KILOGRAMO
3035,Chirimoya cumbe,10.05,Frutas,KILOGRAMO
3036,Arroz superior,3.8,Cereales,KILOGRAMO
3037,Ajo criollo o napuri,12.65,Hortalizas,KILOGRAMO
3038,Azucar rubia nacional (granel),4.55,Agro-industriales,KILOGRAMO
3039,Zanahoria,4.25,Hortalizas,KILOGRAMO
3040,Melocoton durazno huayco,8.9,Frutas,KILOGRAMO
3041,Arveja verde blanca serrana,6.05,Legumbres,KILOGRAMO
3042,Uva italia,10.35,Frutas,KILOGRAMO
3043,Papa canchan,2.65,Tuberculos,KILOGRAMO
3044,Papa amarilla,4.9,Tuberculos,KILOGRAMO
3045,Aceite clasico botella 900 ml,11.83,Agro-industriales,LITRO
3046,Cebolla cabeza roja,2.45,Hortalizas,KILOGRAMO
3047,Camote morado,3.25,Tuberculos,KILOGRAMO
3048,Platano bellaco,3.2,Frutas,LITRO
3049,Carne de porcino (corte unico),20.0,Carnes y huevos,KILOGRAMO
3050,Leche fresca,4.0,Agro-industriales,LITRO
3051,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3052,Aji escabeche,3.16,Hortalizas,MALLA
3053,Aji rocoto,3.85,Hortalizas,KILOGRAMO
3054,Carne fresca de vacuno,19.5,Carnes y huevos,KILOGRAMO
3055,Tomate,5.15,Hortalizas,KILOGRAMO
3056,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
3057,Sandia,2.25,Frutas,KILOGRAMO
3058,Frijol canario,9.5,Menestras,KILOGRAMO
3059,Garbanzo,8.9,Menestras,KILOGRAMO
3060,Frijol castilla,6.7,Menestras,KILOGRAMO
3061,Haba verde serrana,6.4,Legumbres,KILOGRAMO
3062,Vainita americana,5.7,Legumbres,KILOGRAMO
3063,Lenteja,9.0,Menestras,KILOGRAMO
3064,Uva red globe,6.8,Frutas,KILOGRAMO
3065,Huevos rosados,10.45,Carnes y huevos,KILOGRAMO
3066,Naranja valencia,2.65,Frutas,KILOGRAMO
3067,Limon sutil bolsa,4.35,Frutas,KILOGRAMO
3068,Platano seda congo,3.8,Frutas,KILOGRAMO
3069,Fideos nicolini tallarin,6.5,Agro-industriales,KILOGRAMO
3070,Manzana delicia,6.0,Frutas,KILOGRAMO
3071,Arroz extra,4.55,Cereales,KILOGRAMO
3072,Choclo (tipo cusco),7.15,Cereales,UNIDAD
3073,Mango edward,1.95,Frutas,KILOGRAMO
3074,Azucar blanca nacional (granel),5.35,Agro-industriales,KILOGRAMO
3075,Papaya,1.65,Frutas,KILOGRAMO
3076,Leche evaporada (azul) 400 g,4.05,Agro-industriales,LATA
3077,Manzana israel,4.4,Frutas,KILOGRAMO
3078,Chirimoya cumbe,10.05,Frutas,KILOGRAMO
3079,Arroz superior,3.8,Cereales,KILOGRAMO
3080,Ajo criollo o napuri,12.65,Hortalizas,KILOGRAMO
3081,Azucar rubia nacional (granel),4.55,Agro-industriales,KILOGRAMO
3082,Zanahoria,4.3,Hortalizas,KILOGRAMO
3083,Melocoton durazno huayco,8.9,Frutas,KILOGRAMO
3084,Arveja verde blanca serrana,6.05,Legumbres,KILOGRAMO
3085,Uva italia,10.35,Frutas,KILOGRAMO
3086,Papa canchan,2.65,Tuberculos,KILOGRAMO
3087,Papa amarilla,5.1,Tuberculos,KILOGRAMO
3088,Aceite clasico botella 900 ml,11.83,Agro-industriales,LITRO
3089,Cebolla cabeza roja,2.5,Hortalizas,KILOGRAMO
3090,Camote morado,3.35,Tuberculos,KILOGRAMO
3091,Platano bellaco,3.2,Frutas,LITRO
3092,Carne de porcino (corte unico),22.5,Carnes y huevos,KILOGRAMO
3093,Leche fresca,4.0,Agro-industriales,LITRO
3094,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3095,Aji escabeche,3.08,Hortalizas,MALLA
3096,Aji rocoto,3.85,Hortalizas,KILOGRAMO
3097,Carne fresca de vacuno,22.5,Carnes y huevos,KILOGRAMO
3098,Tomate,5.1,Hortalizas,KILOGRAMO
3099,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
3100,Sandia,2.35,Frutas,KILOGRAMO
3101,Frijol canario,9.5,Menestras,KILOGRAMO
3102,Garbanzo,8.9,Menestras,KILOGRAMO
3103,Frijol castilla,6.65,Menestras,KILOGRAMO
3104,Haba verde serrana,6.55,Legumbres,KILOGRAMO
3105,Vainita americana,5.7,Legumbres,KILOGRAMO
3106,Lenteja,8.95,Menestras,KILOGRAMO
3107,Uva red globe,6.5,Frutas,KILOGRAMO
3108,Huevos rosados,10.1,Carnes y huevos,KILOGRAMO
3109,Naranja valencia,2.55,Frutas,KILOGRAMO
3110,Limon sutil bolsa,4.35,Frutas,KILOGRAMO
3111,Platano seda congo,3.8,Frutas,KILOGRAMO
3112,Melon coquito,3.1,Frutas,KILOGRAMO
3113,Pallar,10.32,Menestras,KILOGRAMO
3114,Pina criolla,2.2,Frutas,KILOGRAMO
3115,Zapallo macre,3.35,Hortalizas,KILOGRAMO
3116,Olluco largo,3.4,Tuberculos,KILOGRAMO
3117,Yuca blanca,4.3,Tuberculos,KILOGRAMO
3118,Palta fuerte,8.25,Frutas,KILOGRAMO
3119,Ajo criollo o napuri,12.65,Hortalizas,KILOGRAMO
3120,Azucar rubia nacional (granel),4.45,Agro-industriales,KILOGRAMO
3121,Zanahoria,4.45,Hortalizas,KILOGRAMO
3122,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
3123,Arveja verde blanca serrana,6.15,Legumbres,KILOGRAMO
3124,Uva italia,10.35,Frutas,KILOGRAMO
3125,Papa canchan,2.65,Tuberculos,KILOGRAMO
3126,Papa amarilla,5.15,Tuberculos,KILOGRAMO
3127,Aceite clasico botella 900 ml,10.72,Agro-industriales,LITRO
3128,Cebolla cabeza roja,2.45,Hortalizas,KILOGRAMO
3129,Camote morado,3.1,Tuberculos,KILOGRAMO
3130,Platano bellaco,3.2,Frutas,LITRO
3131,Carne de porcino (corte unico),22.0,Carnes y huevos,KILOGRAMO
3132,Leche fresca,4.0,Agro-industriales,LITRO
3133,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3134,Aji escabeche,3.18,Hortalizas,MALLA
3135,Aji rocoto,4.0,Hortalizas,KILOGRAMO
3136,Carne fresca de vacuno,22.0,Carnes y huevos,KILOGRAMO
3137,Tomate,5.35,Hortalizas,KILOGRAMO
3138,Carne de pollo (eviscerado),10.0,Carnes y huevos,KILOGRAMO
3139,Sandia,2.35,Frutas,KILOGRAMO
3140,Frijol canario,9.5,Menestras,KILOGRAMO
3141,Garbanzo,8.8,Menestras,KILOGRAMO
3142,Frijol castilla,6.55,Menestras,KILOGRAMO
3143,Haba verde serrana,6.55,Legumbres,KILOGRAMO
3144,Vainita americana,5.7,Legumbres,KILOGRAMO
3145,Lenteja,8.9,Menestras,KILOGRAMO
3146,Uva red globe,6.35,Frutas,KILOGRAMO
3147,Huevos rosados,10.1,Carnes y huevos,KILOGRAMO
3148,Naranja valencia,2.55,Frutas,KILOGRAMO
3149,Limon sutil bolsa,4.35,Frutas,KILOGRAMO
3150,Platano seda congo,3.9,Frutas,KILOGRAMO
3151,Melon coquito,3.1,Frutas,KILOGRAMO
3152,Arroz extra,4.55,Cereales,KILOGRAMO
3153,Pallar,10.35,Menestras,KILOGRAMO
3154,Pina criolla,2.35,Frutas,KILOGRAMO
3155,Zapallo macre,3.35,Hortalizas,KILOGRAMO
3156,Olluco largo,3.4,Tuberculos,KILOGRAMO
3157,Yuca blanca,4.2,Tuberculos,KILOGRAMO
3158,Palta fuerte,8.65,Frutas,KILOGRAMO
3159,Manzana delicia,6.2,Frutas,KILOGRAMO
3160,Choclo (tipo cusco),7.4,Cereales,UNIDAD
3161,Mango edward,1.95,Frutas,KILOGRAMO
3162,Azucar blanca nacional (granel),5.35,Agro-industriales,KILOGRAMO
3163,Papaya,1.65,Frutas,KILOGRAMO
3164,Leche evaporada (azul) 400 g,4.05,Agro-industriales,LATA
3165,Manzana israel,4.4,Frutas,KILOGRAMO
3166,Chirimoya cumbe,10.05,Frutas,KILOGRAMO
3167,Arroz superior,3.65,Cereales,KILOGRAMO
3168,Fideos nicolini tallarin,6.5,Agro-industriales,KILOGRAMO
3169,Papa amarilla,4.9,Tuberculos,KILOGRAMO
3170,Aceite clasico botella 900 ml,10.72,Agro-industriales,LITRO
3171,Cebolla cabeza roja,2.4,Hortalizas,KILOGRAMO
3172,Camote morado,3.1,Tuberculos,KILOGRAMO
3173,Platano bellaco,3.2,Frutas,LITRO
3174,Carne de porcino (corte unico),19.35,Carnes y huevos,KILOGRAMO
3175,Leche fresca,4.1,Agro-industriales,LITRO
3176,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3177,Aji escabeche,3.18,Hortalizas,MALLA
3178,Aji rocoto,4.0,Hortalizas,KILOGRAMO
3179,Carne fresca de vacuno,23.5,Carnes y huevos,KILOGRAMO
3180,Tomate,5.15,Hortalizas,KILOGRAMO
3181,Carne de pollo (eviscerado),10.05,Carnes y huevos,KILOGRAMO
3182,Sandia,2.35,Frutas,KILOGRAMO
3183,Frijol canario,9.5,Menestras,KILOGRAMO
3184,Garbanzo,8.8,Menestras,KILOGRAMO
3185,Frijol castilla,6.35,Menestras,KILOGRAMO
3186,Haba verde serrana,6.4,Legumbres,KILOGRAMO
3187,Vainita americana,5.7,Legumbres,KILOGRAMO
3188,Lenteja,8.9,Menestras,KILOGRAMO
3189,Uva red globe,6.3,Frutas,KILOGRAMO
3190,Huevos rosados,10.1,Carnes y huevos,KILOGRAMO
3191,Naranja valencia,2.45,Frutas,KILOGRAMO
3192,Limon sutil bolsa,4.1,Frutas,KILOGRAMO
3193,Platano seda congo,4.0,Frutas,KILOGRAMO
3194,Melon coquito,3.05,Frutas,KILOGRAMO
3195,Arroz extra,4.35,Cereales,KILOGRAMO
3196,Pallar,10.25,Menestras,KILOGRAMO
3197,Pina criolla,2.35,Frutas,KILOGRAMO
3198,Zapallo macre,3.35,Hortalizas,KILOGRAMO
3199,Olluco largo,3.35,Tuberculos,KILOGRAMO
3200,Yuca blanca,4.2,Tuberculos,KILOGRAMO
3201,Palta fuerte,8.4,Frutas,KILOGRAMO
3202,Manzana delicia,6.2,Frutas,KILOGRAMO
3203,Choclo (tipo cusco),7.25,Cereales,UNIDAD
3204,Mango edward,2.05,Frutas,KILOGRAMO
3205,Azucar blanca nacional (granel),5.3,Agro-industriales,KILOGRAMO
3206,Papaya,1.65,Frutas,KILOGRAMO
3207,Leche evaporada (azul) 400 g,4.05,Agro-industriales,LATA
3208,Manzana israel,4.45,Frutas,KILOGRAMO
3209,Chirimoya cumbe,10.05,Frutas,KILOGRAMO
3210,Arroz superior,3.65,Cereales,KILOGRAMO
3211,Fideos nicolini tallarin,6.35,Agro-industriales,KILOGRAMO
3212,Ajo criollo o napuri,12.9,Hortalizas,KILOGRAMO
3213,Azucar rubia nacional (granel),4.3,Agro-industriales,KILOGRAMO
3214,Zanahoria,4.45,Hortalizas,KILOGRAMO
3215,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
3216,Arveja verde blanca serrana,6.15,Legumbres,KILOGRAMO
3217,Uva italia,10.4,Frutas,KILOGRAMO
3218,Papa canchan,2.65,Tuberculos,KILOGRAMO
3219,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3220,Aji escabeche,3.08,Hortalizas,MALLA
3221,Aji rocoto,4.0,Hortalizas,KILOGRAMO
3222,Carne fresca de vacuno,24.0,Carnes y huevos,KILOGRAMO
3223,Tomate,5.05,Hortalizas,KILOGRAMO
3224,Carne de pollo (eviscerado),10.65,Carnes y huevos,KILOGRAMO
3225,Sandia,2.35,Frutas,KILOGRAMO
3226,Frijol canario,9.5,Menestras,KILOGRAMO
3227,Garbanzo,8.8,Menestras,KILOGRAMO
3228,Frijol castilla,6.45,Menestras,KILOGRAMO
3229,Haba verde serrana,6.4,Legumbres,KILOGRAMO
3230,Vainita americana,5.65,Legumbres,KILOGRAMO
3231,Lenteja,8.9,Menestras,KILOGRAMO
3232,Uva red globe,6.3,Frutas,KILOGRAMO
3233,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
3234,Naranja valencia,2.45,Frutas,KILOGRAMO
3235,Limon sutil bolsa,4.15,Frutas,KILOGRAMO
3236,Platano seda congo,4.0,Frutas,KILOGRAMO
3237,Melon coquito,2.95,Frutas,KILOGRAMO
3238,Arroz extra,4.18,Cereales,KILOGRAMO
3239,Pallar,10.25,Menestras,KILOGRAMO
3240,Pina criolla,2.35,Frutas,KILOGRAMO
3241,Zapallo macre,3.15,Hortalizas,KILOGRAMO
3242,Olluco largo,3.35,Tuberculos,KILOGRAMO
3243,Yuca blanca,4.2,Tuberculos,KILOGRAMO
3244,Palta fuerte,8.4,Frutas,KILOGRAMO
3245,Choclo (tipo cusco),7.25,Cereales,UNIDAD
3246,Mango edward,1.95,Frutas,KILOGRAMO
3247,Azucar blanca nacional (granel),5.3,Agro-industriales,KILOGRAMO
3248,Papaya,1.75,Frutas,KILOGRAMO
3249,Leche evaporada (azul) 400 g,4.05,Agro-industriales,LATA
3250,Manzana israel,4.45,Frutas,KILOGRAMO
3251,Chirimoya cumbe,10.75,Frutas,KILOGRAMO
3252,Arroz superior,3.65,Cereales,KILOGRAMO
3253,Fideos nicolini tallarin,6.35,Agro-industriales,KILOGRAMO
3254,Manzana delicia,6.15,Frutas,KILOGRAMO
3255,Ajo criollo o napuri,12.9,Hortalizas,KILOGRAMO
3256,Azucar rubia nacional (granel),4.2,Agro-industriales,KILOGRAMO
3257,Zanahoria,4.3,Hortalizas,KILOGRAMO
3258,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
3259,Arveja verde blanca serrana,6.15,Legumbres,KILOGRAMO
3260,Uva italia,10.4,Frutas,KILOGRAMO
3261,Papa canchan,2.65,Tuberculos,KILOGRAMO
3262,Papa amarilla,4.9,Tuberculos,KILOGRAMO
3263,Aceite clasico botella 900 ml,11.06,Agro-industriales,LITRO
3264,Cebolla cabeza roja,2.45,Hortalizas,KILOGRAMO
3265,Camote morado,3.1,Tuberculos,KILOGRAMO
3266,Platano bellaco,3.35,Frutas,LITRO
3267,Carne de porcino (corte unico),19.35,Carnes y huevos,KILOGRAMO
3268,Leche fresca,4.25,Agro-industriales,LITRO
3269,Carne fresca de vacuno,24.0,Carnes y huevos,KILOGRAMO
3270,Tomate,5.05,Hortalizas,KILOGRAMO
3271,Carne de pollo (eviscerado),10.65,Carnes y huevos,KILOGRAMO
3272,Sandia,2.35,Frutas,KILOGRAMO
3273,Frijol canario,9.5,Menestras,KILOGRAMO
3274,Garbanzo,8.8,Menestras,KILOGRAMO
3275,Frijol castilla,6.45,Menestras,KILOGRAMO
3276,Haba verde serrana,6.4,Legumbres,KILOGRAMO
3277,Vainita americana,5.65,Legumbres,KILOGRAMO
3278,Lenteja,8.9,Menestras,KILOGRAMO
3279,Uva red globe,6.3,Frutas,KILOGRAMO
3280,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
3281,Naranja valencia,2.45,Frutas,KILOGRAMO
3282,Limon sutil bolsa,4.15,Frutas,KILOGRAMO
3283,Platano seda congo,4.05,Frutas,KILOGRAMO
3284,Melon coquito,3.05,Frutas,KILOGRAMO
3285,Arroz extra,4.18,Cereales,KILOGRAMO
3286,Pallar,10.35,Menestras,KILOGRAMO
3287,Pina criolla,2.35,Frutas,KILOGRAMO
3288,Zapallo macre,3.15,Hortalizas,KILOGRAMO
3289,Olluco largo,3.35,Tuberculos,KILOGRAMO
3290,Yuca blanca,4.2,Tuberculos,KILOGRAMO
3291,Palta fuerte,8.55,Frutas,KILOGRAMO
3292,Choclo (tipo cusco),7.25,Cereales,UNIDAD
3293,Mango edward,2.05,Frutas,KILOGRAMO
3294,Azucar blanca nacional (granel),5.3,Agro-industriales,KILOGRAMO
3295,Papaya,1.75,Frutas,KILOGRAMO
3296,Leche evaporada (azul) 400 g,4.05,Agro-industriales,LATA
3297,Manzana israel,4.45,Frutas,KILOGRAMO
3298,Chirimoya cumbe,0.0,Frutas,KILOGRAMO
3299,Arroz superior,3.65,Cereales,KILOGRAMO
3300,Fideos nicolini tallarin,6.35,Agro-industriales,KILOGRAMO
3301,Manzana delicia,6.15,Frutas,KILOGRAMO
3302,Azucar rubia nacional (granel),4.2,Agro-industriales,KILOGRAMO
3303,Zanahoria,4.3,Hortalizas,KILOGRAMO
3304,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
3305,Arveja verde blanca serrana,6.15,Legumbres,KILOGRAMO
3306,Uva italia,10.4,Frutas,KILOGRAMO
3307,Papa canchan,2.65,Tuberculos,KILOGRAMO
3308,Ajo criollo o napuri,12.9,Hortalizas,KILOGRAMO
3309,Papa amarilla,4.9,Tuberculos,KILOGRAMO
3310,Aceite clasico botella 900 ml,11.06,Agro-industriales,LITRO
3311,Cebolla cabeza roja,2.45,Hortalizas,KILOGRAMO
3312,Camote morado,3.1,Tuberculos,KILOGRAMO
3313,Platano bellaco,3.65,Frutas,LITRO
3314,Carne de porcino (corte unico),19.35,Carnes y huevos,KILOGRAMO
3315,Leche fresca,4.25,Agro-industriales,LITRO
3316,Aji escabeche,3.08,Hortalizas,MALLA
3317,Aji rocoto,4.05,Hortalizas,KILOGRAMO
3318,Uva alfonso lavalett,7.4,Frutas,KILOGRAMO
3319,Garbanzo,9.1,Menestras,KILOGRAMO
3320,Frijol castilla,6.95,Menestras,KILOGRAMO
3321,Haba verde serrana,6.2,Legumbres,KILOGRAMO
3322,Vainita americana,5.65,Legumbres,KILOGRAMO
3323,Lenteja,9.05,Menestras,KILOGRAMO
3324,Uva red globe,6.7,Frutas,KILOGRAMO
3325,Huevos rosados,10.2,Carnes y huevos,KILOGRAMO
3326,Naranja valencia,2.45,Frutas,KILOGRAMO
3327,Limon sutil bolsa,4.35,Frutas,KILOGRAMO
3328,Platano seda congo,4.05,Frutas,KILOGRAMO
3329,Melon coquito,3.1,Frutas,KILOGRAMO
3330,Arroz extra,4.31,Cereales,KILOGRAMO
3331,Pallar,10.25,Menestras,KILOGRAMO
3332,Pina criolla,2.35,Frutas,KILOGRAMO
3333,Zapallo macre,3.25,Hortalizas,KILOGRAMO
3334,Olluco largo,3.95,Tuberculos,KILOGRAMO
3335,Yuca blanca,4.2,Tuberculos,KILOGRAMO
3336,Palta fuerte,8.85,Frutas,KILOGRAMO
3337,Choclo (tipo cusco),7.45,Cereales,UNIDAD
3338,Mango edward,7.5,Frutas,KILOGRAMO
3339,Azucar blanca nacional (granel),5.35,Agro-industriales,KILOGRAMO
3340,Papaya,1.75,Frutas,KILOGRAMO
3341,Leche evaporada (azul) 400 g,3.65,Agro-industriales,LATA
3342,Manzana israel,4.6,Frutas,KILOGRAMO
3343,Chirimoya cumbe,10.75,Frutas,KILOGRAMO
3344,Arroz superior,3.75,Cereales,KILOGRAMO
3345,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
3346,Manzana delicia,6.35,Frutas,KILOGRAMO
3347,Azucar rubia nacional (granel),4.65,Agro-industriales,KILOGRAMO
3348,Zanahoria,4.3,Hortalizas,KILOGRAMO
3349,Melocoton durazno huayco,9.45,Frutas,KILOGRAMO
3350,Arveja verde blanca serrana,5.9,Legumbres,KILOGRAMO
3351,Uva italia,10.25,Frutas,KILOGRAMO
3352,Papa canchan,2.7,Tuberculos,KILOGRAMO
3353,Ajo criollo o napuri,15.0,Hortalizas,KILOGRAMO
3354,Papa amarilla,5.35,Tuberculos,KILOGRAMO
3355,Aceite clasico botella 900 ml,11.11,Agro-industriales,LITRO
3356,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
3357,Camote morado,2.8,Tuberculos,KILOGRAMO
3358,Platano bellaco,3.65,Frutas,LITRO
3359,Carne de porcino (corte unico),18.9,Carnes y huevos,KILOGRAMO
3360,Leche fresca,12.95,Agro-industriales,LITRO
3361,Aji escabeche,3.25,Hortalizas,MALLA
3362,Carne de pollo (eviscerado),9.95,Carnes y huevos,KILOGRAMO
3363,Aji rocoto,4.4,Hortalizas,KILOGRAMO
3364,Uva alfonso lavalett,7.5,Frutas,KILOGRAMO
3365,Carne fresca de vacuno,21.75,Carnes y huevos,KILOGRAMO
3366,Tomate,4.0,Hortalizas,KILOGRAMO
3367,Sandia,2.35,Frutas,KILOGRAMO
3368,Frijol canario,9.5,Menestras,KILOGRAMO
3369,Vainita americana,5.7,Legumbres,KILOGRAMO
3370,Lenteja,9.05,Menestras,KILOGRAMO
3371,Uva red globe,6.75,Frutas,KILOGRAMO
3372,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
3373,Naranja valencia,2.45,Frutas,KILOGRAMO
3374,Limon sutil bolsa,4.25,Frutas,KILOGRAMO
3375,Platano seda congo,4.05,Frutas,KILOGRAMO
3376,Melon coquito,3.1,Frutas,KILOGRAMO
3377,Arroz extra,4.36,Cereales,KILOGRAMO
3378,Pallar,10.3,Menestras,KILOGRAMO
3379,Pina criolla,2.35,Frutas,KILOGRAMO
3380,Zapallo macre,3.2,Hortalizas,KILOGRAMO
3381,Olluco largo,3.95,Tuberculos,KILOGRAMO
3382,Yuca blanca,4.35,Tuberculos,KILOGRAMO
3383,Palta fuerte,8.85,Frutas,KILOGRAMO
3384,Choclo (tipo cusco),7.45,Cereales,UNIDAD
3385,Mango edward,8.2,Frutas,KILOGRAMO
3386,Azucar blanca nacional (granel),5.35,Agro-industriales,KILOGRAMO
3387,Papaya,1.75,Frutas,KILOGRAMO
3388,Leche evaporada (azul) 400 g,3.65,Agro-industriales,LATA
3389,Manzana israel,4.6,Frutas,KILOGRAMO
3390,Chirimoya cumbe,10.75,Frutas,KILOGRAMO
3391,Arroz superior,3.75,Cereales,KILOGRAMO
3392,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
3393,Manzana delicia,6.35,Frutas,KILOGRAMO
3394,Azucar rubia nacional (granel),4.85,Agro-industriales,KILOGRAMO
3395,Zanahoria,4.35,Hortalizas,KILOGRAMO
3396,Melocoton durazno huayco,9.4,Frutas,KILOGRAMO
3397,Arveja verde blanca serrana,5.9,Legumbres,KILOGRAMO
3398,Uva italia,10.25,Frutas,KILOGRAMO
3399,Papa canchan,2.7,Tuberculos,KILOGRAMO
3400,Ajo criollo o napuri,14.5,Hortalizas,KILOGRAMO
3401,Papa amarilla,5.35,Tuberculos,KILOGRAMO
3402,Aceite clasico botella 900 ml,11.11,Agro-industriales,LITRO
3403,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
3404,Camote morado,2.85,Tuberculos,KILOGRAMO
3405,Platano bellaco,3.65,Frutas,LITRO
3406,Carne de porcino (corte unico),18.9,Carnes y huevos,KILOGRAMO
3407,Leche fresca,13.0,Agro-industriales,LITRO
3408,Aji escabeche,3.53,Hortalizas,MALLA
3409,Carne de pollo (eviscerado),9.95,Carnes y huevos,KILOGRAMO
3410,Aji rocoto,4.4,Hortalizas,KILOGRAMO
3411,Uva alfonso lavalett,7.5,Frutas,KILOGRAMO
3412,Carne fresca de vacuno,21.75,Carnes y huevos,KILOGRAMO
3413,Tomate,4.0,Hortalizas,KILOGRAMO
3414,Sandia,2.3,Frutas,KILOGRAMO
3415,Frijol canario,9.5,Menestras,KILOGRAMO
3416,Garbanzo,9.05,Menestras,KILOGRAMO
3417,Frijol castilla,7.1,Menestras,KILOGRAMO
3418,Haba verde serrana,6.2,Legumbres,KILOGRAMO
3419,Melon coquito,3.1,Frutas,KILOGRAMO
3420,Arroz extra,4.36,Cereales,KILOGRAMO
3421,Pallar,10.5,Menestras,KILOGRAMO
3422,Pina criolla,2.35,Frutas,KILOGRAMO
3423,Zapallo macre,3.2,Hortalizas,KILOGRAMO
